id,item_group_id,title,description,link,image_link,image_link 2,image_link 3,image_link 4,image_link 5,image_link 6,image_link 7,image_link 8,image_link 9,image_link 10,price,availability,condition,google_product_category,product_type,additional_image_link,sale_price,brand,gender,age_group,size,size_type,shipping,custom_label_0,adwords_redirect,variant_names,variant_values
product_afa67f5b-08c2-1821-c51c-e8ddd001da5f,product_afa67f5b-08c2-1821-c51c-e8ddd001da5f,Drawstring Backpack - Leather and Rich Brown Print,<p><span><span><span><span>This stylish backpack is perfect for day trips or weekend getaways. With the Black vegan leather this bag has a heavier weight feel than the full printed backpacks. More muted designs are great for a unisex modern style with the Ankara corner details. </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>This Backpack has a luxurious soft black satin internal lining and a great size for storage.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>PRODUCT DIMENSIONS: </span></span></span></span></p><p><span><span><span><span>40cm (base length) x 47 cm (Full length height) </span></span></span></span></p><p><span><span><span><span>Detachable and adjustable straps. </span></span></span></span></p>,https://www.bijoucreates.co.uk/product-page/drawstring-backpack-leather-and-rich-brown-print,https://www.bijoucreates.co.uk/product-page/drawstring-backpack-leather-and-rich-brown-print,,,,,,,,,,28,In Stock,New,,,,,BijouCREATES,,,,,,,,,
product_cde2f49e-81d8-5061-f0b1-4f289a80dd82,product_cde2f49e-81d8-5061-f0b1-4f289a80dd82,Drawstring Backpack - Leather and Vibrant Kente,<p><span><span><span><span>This stylish backpack is perfect for day trips or weekend getaways. With the Black vegan leather this bag has a heavier weight feel than the full printed backpacks. More muted designs are great for a unisex modern style with the Ankara corner details. </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>This Backpack has a luxurious soft black satin internal lining and a great size for storage.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>PRODUCT DIMENSIONS: </span></span></span></span></p><p><span><span><span><span>40cm (base length) x 47 cm (Full length height) </span></span></span></span></p><p><span><span><span><span>Detachable and adjustable straps. </span></span></span></span></p>,https://www.bijoucreates.co.uk/product-page/drawstring-backpack-leather-and-vibrant-kente,https://www.bijoucreates.co.uk/product-page/drawstring-backpack-leather-and-vibrant-kente,,,,,,,,,,28,In Stock,New,,,,,BijouCREATES,,,,,,,,,
product_70928b51-05a0-fc5e-a78f-5ce66f66d67f,product_70928b51-05a0-fc5e-a78f-5ce66f66d67f,The New Classic - Rich Brown Ankara Detail Handbag,"<p>Introducing <strong><em>""The New Classic""</em></strong> ... &nbsp;in Rich Brown&nbsp;</p><p>&nbsp;</p><p>Another Variation of this classic, using a warm brown ankara print as the detailing. This style is a great option for a soft super wearable design&nbsp;that you can pair easily with so many everyday. Giving it a more gentle luxury feel.</p><p>&nbsp;</p><p><strong>Product Features:</strong></p><ul>	<li>Crafted from &nbsp;Authentic African printed cotten ankara&nbsp;</li>	<li>Zipped closure</li>	<li>Removable shoulder strap includeded</li></ul><p>&nbsp;</p><p><strong>Measures:&nbsp;</strong>&nbsp;23cm (w) x 20cm (h) &nbsp;x 12cm (d)</p><p>&nbsp;Available in &nbsp;in black ( African Heat series design)&nbsp;</p>",https://www.bijoucreates.co.uk/product-page/the-new-classic-rich-brown-ankara-detail-handbag,https://www.bijoucreates.co.uk/product-page/the-new-classic-rich-brown-ankara-detail-handbag,,,,,,,,,,39.99,In Stock,New,,,,,BijouCREATES,,,,,,,,,
product_c49a873e-b198-8dde-3a8c-17d0318ddb9e,product_c49a873e-b198-8dde-3a8c-17d0318ddb9e,Drawstring Backpack - Deep Floral Full Print,"<p><span><span><span><span><span>Get Ready for life on the go with the Full Print drawstring Backpack.</span></span></span></span></span></p><p><span><span><span><span><span>These simple and useable backs are great easy storage for day trips, gyms days or general everyday life. Add a pop of colour to any simple look. </span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Enjoy this bag in two styles, clip the straps at the back for a backpack look or on the top for a shoulder bag style. Change it depending on how you need to use it. </span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>This bag is made using high quality authentic Ankara and African wax print fabrics. It is double lined throughout and internally with black felt to give it a sturdy feel and add long-term durability for use days and days on end.</span></span></span></span></span></p><p><span><span><span><span><span>.</span></span></span></span></span></p><p><span><span><span><span><span>.</span></span></span></span></span></p><p><span><span><span><span><span>.</span></span></span></span></span></p><p><em><strong><span><span><span><span><span>PRODUCT DIMENSIONS</span></span></span></span></span></strong></em></p><p>&nbsp;</p><p><span><span><span><span><span>42 cm (base length) x 40cm (Height) unpulled dimensions </span></span></span></span></span></p>",https://www.bijoucreates.co.uk/product-page/drawstring-backpack-deep-floral-full-print,https://www.bijoucreates.co.uk/product-page/drawstring-backpack-deep-floral-full-print,,,,,,,,,,25,In Stock,New,,,,,BijouCREATES,,,,,,,,,
product_c5ecdf90-302d-cf73-5f7a-bc830cb4235d,product_c5ecdf90-302d-cf73-5f7a-bc830cb4235d,Drawstring Backpack -  Golden Ankara Full Print,"<p>Get Ready for life on the go with the &nbsp;Full Print drawstring Backpack.</p><p>These simple and useable backs are great easy storage for day trips, gyms days or general everyday life. Add a pop of colour to any simple look.&nbsp;</p><p>&nbsp;</p><p>Enjoy this bag in two styles, clip the straps at the back for a backpack look or on the top for a shoulder bag style. Change it depending on how you need to use it.&nbsp;&nbsp;</p><p>&nbsp;</p><p>This bag is made using high quality authentic ankara and african wax&nbsp;print fabrics. It is&nbsp;double lined throughout&nbsp;&nbsp;and internally with black&nbsp;felt to give it a sturdy feel and&nbsp;add longterm durability for use days and days on end.</p><p>.</p><p>.</p><p>.</p><p>PRODUCT DIMENSIONS</p><p>&nbsp;</p><p>42 cm (base length) x 40cm (Height) unpulled dimesions&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>",https://www.bijoucreates.co.uk/product-page/drawstring-backpack-golden-ankara-full-print,https://www.bijoucreates.co.uk/product-page/drawstring-backpack-golden-ankara-full-print,,,,,,,,,,25,In Stock,New,,,,,BijouCREATES,,,,,,,,,
product_045201a7-bba9-3851-edb8-a74946db02f8,product_045201a7-bba9-3851-edb8-a74946db02f8,Drawstring Backpack - Kente Full Print,"<p>Get Ready for life on the go with the &nbsp;Full Print drawstring Backpack.</p><p>These simple and useable backs are great easy storage for day trips, gyms days or general everyday life. Add a pop of colour to any simple look.&nbsp;</p><p>&nbsp;</p><p>This bag is made using high quality authentic ankara and african wax&nbsp;print fabrics. It is&nbsp;double lined throughout&nbsp;&nbsp;and internally with black&nbsp;felt to give it a sturdy feel and&nbsp;add longterm durability for use days and days on end.</p><p>.</p><p>.</p><p>.</p><p>PRODUCT DIMENSIONS</p><p>&nbsp;</p><p>42 cm (base length) x 40cm (Height) unpulled dimesions&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>",https://www.bijoucreates.co.uk/product-page/drawstring-backpack-kente-full-print,https://www.bijoucreates.co.uk/product-page/drawstring-backpack-kente-full-print,,,,,,,,,,25,In Stock,New,,,,,BijouCREATES,,,,,,,,,
product_7177e24e-ca5c-972b-5191-3e159c78477a,product_7177e24e-ca5c-972b-5191-3e159c78477a,Hand Fan- Rich Brown,"<p>Introducing BijouCREATES luxury handmade fan&nbsp;for the Made in Freetown Collection &nbsp;| Rain Collection&nbsp;</p><p>&nbsp;</p><p>Embrace summer, boss mood and African inspired glamour with these authentic print fans. Turn heads with this beautiful accessory. Fantastic for gifts, home decor and a statement piece with an outfit. Fits into your purse perfectly once folded, and is crisp and interfaced to create a sturdy long-lasting and wonderfully unique item.&nbsp;Pair this&nbsp;fans with one of our bags from the African Heat Series&nbsp;&nbsp;for a stunning co-ord show stopping look!&nbsp;</p><p>&nbsp;</p><p>All fabrics are cut by hand, so the precise placement of prints will always be unique to every order.</p><p>&nbsp;</p><p>FEATURES</p><p>Material: 100% cotton, wax print fabrics &amp; Vegan Leather Measurements: Total opened length: 35 cm Folded length : 24 cm Open fan radius: 13.5 cm Do not machine wash, please wipe down with slightly damp cloth to clean.</p><p>&nbsp;</p><p>SHIPPING</p><p>Your item will be made within 1 week (excluding weekends and UK public holidays). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately: UK: 1-2 working days Europe: 3-8 working days USA: 5-10 working days Rest of this beautiful world: 5-12 working days Please note that these timings are Royal Mail estimates outside of peak seasons. All orders are neatly wrapped in white tissue paper and a wax print ribbon. Gift wrapping is also available at checkout</p><p>&nbsp;</p><p>SOCIALS</p><p>To see behind the scenes and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tiki's Tok and Facebook. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories! Please message me from any questions or enquires.</p>",https://www.bijoucreates.co.uk/product-page/hand-fan-rich-brown,https://www.bijoucreates.co.uk/product-page/hand-fan-rich-brown,https://www.bijoucreates.co.uk/product-page/hand-fan-rich-brown,https://www.bijoucreates.co.uk/product-page/hand-fan-rich-brown,https://www.bijoucreates.co.uk/product-page/hand-fan-rich-brown,https://www.bijoucreates.co.uk/product-page/hand-fan-rich-brown,https://www.bijoucreates.co.uk/product-page/hand-fan-rich-brown,,,,,15,In Stock,New,,,,,BijouCREATES,,,,,,"<p>&nbsp;Delivery Customs and import taxes</p>

<p>Buyers are responsible for any customs and import taxes that may apply. Sellers aren't responsible for delays due to customs.</p>

<p>Returns &amp; exchanges</p>

<p>I gladly accept returns and exchanges Just contact me within: 14 days of delivery Dispatch returns back to me within: 28&nbsp;days of delivery I don't accept cancellations But please contact me if you have any problems with your order.</p>

<p>The following items can't be returned or exchanged Because of the nature of these items, unless they arrive damaged or defective, I can't accept returns for: Custom or personalised orders Perishable products (like food or flowers) Digital downloads Intimate items (for health/hygiene reasons)</p>

<p>Conditions of return</p>

<p>Buyers are responsible for return postage costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.</p>
",,,
product_13ae6e4d-da06-bc3b-6bcb-e83bcdbd7b49,product_13ae6e4d-da06-bc3b-6bcb-e83bcdbd7b49,Hand Fan- Blue Rain Ankara,"<p>Introducing BijouCREATES luxury handmade fan&nbsp;for the Made in Freetown Collection &nbsp;| Rain Collection&nbsp;</p><p>&nbsp;</p><p>Embrace summer, boss mood and African inspired glamour with these authentic print fans. Turn heads with this beautiful accessory. Fantastic for gifts, home decor and a statement piece with an outfit. Fits into your purse perfectly once folded, and is crisp and interfaced to create a sturdy long-lasting and wonderfully unique item.&nbsp;Pair this&nbsp;fans with one of our bags from the African Heat Series&nbsp;&nbsp;for a stunning co-ord show stopping look!&nbsp;</p><p>&nbsp;</p><p>All fabrics are cut by hand, so the precise placement of prints will always be unique to every order.</p><p>&nbsp;</p><p>FEATURES</p><p>Material: 100% cotton, wax print fabrics &amp; Vegan Leather Measurements: Total opened length: 35 cm Folded length : 24 cm Open fan radius: 13.5 cm Do not machine wash, please wipe down with slightly damp cloth to clean.</p><p>&nbsp;</p><p>SHIPPING</p><p>Your item will be made within 1 week (excluding weekends and UK public holidays). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately: UK: 1-2 working days Europe: 3-8 working days USA: 5-10 working days Rest of this beautiful world: 5-12 working days Please note that these timings are Royal Mail estimates outside of peak seasons. All orders are neatly wrapped in white tissue paper and a wax print ribbon. Gift wrapping is also available at checkout</p><p>&nbsp;</p><p>SOCIALS</p><p>To see behind the scenes and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tiki's Tok and Facebook. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories! Please message me from any questions or enquires.</p>",https://www.bijoucreates.co.uk/product-page/hand-fan-blue-rain-ankara,https://i.etsystatic.com/22032131/r/il/e8c8c6/3168032631/il_fullxfull.3168032631_lp8m.jpg,https://i.etsystatic.com/22032131/r/il/887f5b/3168022477/il_fullxfull.3168022477_o8x8.jpg,https://i.etsystatic.com/22032131/r/il/8f1e75/3168035977/il_fullxfull.3168035977_5372.jpg,https://i.etsystatic.com/22032131/r/il/c3d0e4/3120313208/il_fullxfull.3120313208_a01o.jpg,https://i.etsystatic.com/22032131/r/il/c1244e/3168022851/il_fullxfull.3168022851_nir4.jpg,https://i.etsystatic.com/22032131/r/il/26b2c3/3120334886/il_fullxfull.3120334886_sbc7.jpg,https://i.etsystatic.com/22032131/r/il/99fbd6/3752043545/il_fullxfull.3752043545_9e0h.jpg,https://i.etsystatic.com/22032131/r/il/816fe0/3704462908/il_fullxfull.3704462908_95d9.jpg,,,15,In Stock,New,,,,,BijouCREATES,,,,,,"<p>&nbsp;Delivery Customs and import taxes</p>

<p>Buyers are responsible for any customs and import taxes that may apply. Sellers aren't responsible for delays due to customs.</p>

<p>Returns &amp; exchanges</p>

<p>I gladly accept returns and exchanges Just contact me within: 14 days of delivery Dispatch returns back to me within: 28&nbsp;days of delivery I don't accept cancellations But please contact me if you have any problems with your order.</p>

<p>The following items can't be returned or exchanged Because of the nature of these items, unless they arrive damaged or defective, I can't accept returns for: Custom or personalised orders Perishable products (like food or flowers) Digital downloads Intimate items (for health/hygiene reasons)</p>

<p>Conditions of return</p>

<p>Buyers are responsible for return postage costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.</p>
",,,
product_93801a2c-cb4c-c5f0-eb67-105452848bfb,product_93801a2c-cb4c-c5f0-eb67-105452848bfb,Hand Fan- Kente Golden Heat,"<p>Introducing BijouCREATES luxury handmade fan&nbsp;for the Made in Freetown Collection&nbsp;</p><p>&nbsp;</p><p>Embrace summer, boss mood and African inspired glamour with these authentic print fans. Turn heads with this beautiful accessory. Fantastic for gifts, home decor and a statement piece with an outfit. Fits into your purse perfectly once folded, and is crisp and interfaced to create a sturdy long-lasting and wonderfully unique item.&nbsp;Pair this&nbsp;fans with one of our bags from the African Heat Series&nbsp;&nbsp;for a stunning co-ord show stopping look!&nbsp;</p><p>&nbsp;</p><p>All fabrics are cut by hand, so the precise placement of prints will always be unique to every order.</p><p>&nbsp;</p><p>FEATURES</p><p>Material: 100% cotton, wax print fabrics &amp; Vegan Leather Measurements: Total opened length: 35 cm Folded length : 24 cm Open fan radius: 13.5 cm Do not machine wash, please wipe down with slightly damp cloth to clean.</p><p>&nbsp;</p><p>SHIPPING</p><p>Your item will be made within 1 week (excluding weekends and UK public holidays). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately: UK: 1-2 working days Europe: 3-8 working days USA: 5-10 working days Rest of this beautiful world: 5-12 working days Please note that these timings are Royal Mail estimates outside of peak seasons. All orders are neatly wrapped in white tissue paper and a wax print ribbon. Gift wrapping is also available at checkout</p><p>&nbsp;</p><p>SOCIALS</p><p>To see behind the scenes and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tiki's Tok and Facebook. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories! Please message me from any questions or enquires.</p>",https://www.bijoucreates.co.uk/product-page/hand-fan-kente-heat,https://www.bijoucreates.co.uk/product-page/hand-fan-kente-heat,,,,,,,,,,15,In Stock,New,,,,,BijouCREATES,,,,,,"<p>&nbsp;Delivery Customs and import taxes</p>

<p>Buyers are responsible for any customs and import taxes that may apply. Sellers aren't responsible for delays due to customs.</p>

<p>Returns &amp; exchanges</p>

<p>I gladly accept returns and exchanges Just contact me within: 14 days of delivery Dispatch returns back to me within: 28&nbsp;days of delivery I don't accept cancellations But please contact me if you have any problems with your order.</p>

<p>The following items can't be returned or exchanged Because of the nature of these items, unless they arrive damaged or defective, I can't accept returns for: Custom or personalised orders Perishable products (like food or flowers) Digital downloads Intimate items (for health/hygiene reasons)</p>

<p>Conditions of return</p>

<p>Buyers are responsible for return postage costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.</p>
",,,
product_84ce4f32-c8ac-5ea3-aa5a-528b6904e23e,product_84ce4f32-c8ac-5ea3-aa5a-528b6904e23e,The MOMENT - Black & Blue Ankara Print Mini Handbag,"<p>Become The Moment With this new minibag in the Rain Series.</p><p>&nbsp;</p><p>This mini bag combines elements from a classic design shape re-imagining this into something new. the featured blue&nbsp;ankara print is a dreamy blue and Gold , tone piece. Bringin a more&nbsp;&nbsp;bright, cool and feminine&nbsp;look.</p><p>Great to transition piece from day to night .</p><p>&nbsp;</p><p><strong>Product Features:</strong></p><ul>	<li>*Crafted from &nbsp;Authentic African printed kente cloth</li>	<li>Magnetic Fastening Closure&nbsp;</li>	<li>Removable shoulder strap includeded</li></ul><p>&nbsp;</p><p><strong>Measures:&nbsp;</strong>&nbsp;29cm (w) x 12.5cm (h) &nbsp;x 7cm&nbsp;(d)</p><p>( Available in &nbsp;cousin style in &nbsp;African Heat&nbsp;series Design)</p>",https://www.bijoucreates.co.uk/product-page/the-moment-black-amp-golden-kent,,,,,,,,,,,27.99,In Stock,New,,,,,BijouCREATES,,,,,,,,Design Option,Design Option 1
product_0fe110bc-c686-fc13-2ef4-b67796ade9f2,product_0fe110bc-c686-fc13-2ef4-b67796ade9f2,The IMPACT - Black & Golden Kente,"<p>Have The IMPACT, and step out with this sleek Ankara print Mini bag. As part of the Africa Heat series, this bag is sure to be a standout with its dynamic asymmetrical shape, and bursting Kente Print.&nbsp;</p><p>&nbsp;</p><p>With this design you will be the It girl of this summer and future days to come.&nbsp;</p><p>&nbsp;</p><p><strong>Product Features:</strong></p><p>*Crafted from &nbsp;Authentic African printed kente cloth</p><p>Magnetic Fastening Closure&nbsp;</p><p>Removable shoulder strap included</p><p>&nbsp;</p><p>Measures: &nbsp;29cm (w) x 12.5cm (h) &nbsp;x 7cm (d)</p>",https://www.bijoucreates.co.uk/product-page/the-impact-black-golden-kente,https://www.bijoucreates.co.uk/product-page/the-moment-black-amp-golden-kent,,,,,,,,,,27.99,In Stock,New,,,,,BijouCREATES,,,,,,,,Design Option,Design Option 1;Design option 2
,,,,,,,,,,,,,,,,,,,,,,BijouCREATES,,,,,,,,,Design option 2
,,,,,,,,,,,,,,,,,,,,,,BijouCREATES,,,,,,,,,Design Option 1
product_fbc2100e-6c6b-7c3f-9f88-89d3de2ec428,product_fbc2100e-6c6b-7c3f-9f88-89d3de2ec428,The New Classic - Beige & Blue Ankara Detail Handbag,"<p>Introducing <strong><em>""The New Classic""</em></strong> ... &nbsp;in Beige&nbsp;</p><p>&nbsp;</p><p>The African Rain alternative of the&nbsp;pilot bag in&nbsp;the Made in Freetown Collection. This lighter cool toned design, has plenty of room for everything you need. This beige vegan leather&nbsp;bag, contrastign to the more formal vibes of the heat series design,&nbsp;&nbsp;will go perfectly alongside any outfit. espeically for a more datime look.&nbsp;With its&nbsp;wooden handles, this chic bag looks effortlessly stylish, making it an ideal investment to your wardrobe.</p><p>&nbsp;</p><p>&nbsp;</p><p><strong>Product Features:</strong></p><ul>	<li>*Crafted from &nbsp;Authentic African printed cotten ankara&nbsp;</li>	<li>Zipped closure</li>	<li>Removable shoulder strap includeded</li></ul><p>&nbsp;</p><p><strong>Measures:&nbsp;</strong>&nbsp;23cm (w) x 20cm (h) &nbsp;x 12cm (d)</p><p>&nbsp;Available in &nbsp;in black ( African Heat series design)&nbsp;</p>",https://www.bijoucreates.co.uk/product-page/the-new-classic-black-amp-golden-kente-detail-handbag,https://www.bijoucreates.co.uk/product-page/the-new-classic-black-amp-golden-kente-detail-handbag,,,,,,,,,,39.99,In Stock,New,,,,,BijouCREATES,,,,,,,,,
product_974da5e9-7e18-95e9-72b4-2a18d2da0385,product_974da5e9-7e18-95e9-72b4-2a18d2da0385,The New Classic - Black & Golden Kente Detail Handbag,"<p>Introducing <strong><em>""The New Classic""</em></strong> ...&nbsp;</p><p>&nbsp;</p><p>The pilot bag in the African Heat series of the Made in Freetown Collection. Step forward with an ease of glamour,&nbsp;with this fresh take on this traditional silhouette,&nbsp;This handbag has been intricately hand crafted using black vegan leather to compose the main body and&nbsp;genuine kente cloth print detailing across&nbsp;the&nbsp;exterior.</p><p>&nbsp;</p><p>This type of cloth is woven into a rich design which can be seen in the beautiful patterns and textures of the cloth. The bag has a classic shape with squared edges and rounded corners and wood circular handles. This spacious box shape allows for great storage with a satin internal lining.</p><p>&nbsp;</p><p>&nbsp;</p><p><strong>Product Features:</strong></p><ul>	<li>*Crafted from &nbsp;Authentic African printed kente cloth</li>	<li>Zipped closure</li>	<li>Removable shoulder strap includeded</li></ul><p>&nbsp;</p><p><strong>Measures:&nbsp;</strong>&nbsp;23cm (w) x 20cm (h) &nbsp;x 12cm (d)</p><p>&nbsp;Available in &nbsp;in Beige , ( African Rain series Design)</p>",https://www.bijoucreates.co.uk/product-page/square-handbag,https://www.bijoucreates.co.uk/product-page/the-impact-black-golden-kente,,,,,,,,,,39.99,In Stock,New,,,,,BijouCREATES,,,,,,,,,
product_777c25b0-ff6e-b3a0-f42b-10e6d48875b1,product_777c25b0-ff6e-b3a0-f42b-10e6d48875b1,Everyday Bag Duo | Red Leaf  (Cosmetic / Toiletries set),"Stay Ready and Organised in style with the BijouCREATES everyday bag Duo!

This multi use set is perfect with great storage to pack everything you need but still compact in shape and size for you to take with you on the go or store at home. Whether you're going on a trip, Using it as a wash bag, and pack your essential make up and toiletry pieces, or just everyday impact storage this is a winner. 

This is a two piece set which can either be bought together or each item separately.

1. Vegan leather bag with Ankara print design 
2. PVC covered full Ankara print 

Secured with a zip fastening and featuring a black satin lined interior making the bag easy to clean and showcase less stains.
Perfect for weekends away and holidays, use it as a bathroom tidy at home.

This design features a vibrant yellow and red leaf motif in the print.
All fabrics are cut by hand, so the precise placement of prints will always be unique to every order.

FEATURES

- Materials:  Bag 1: Black Vegan leather, Cotton Ankara , Black Polyester Satin
                      Bag 2 : PVC, Cotton Ankara, Black Polyester Satin

DIMENSIONS 

Top  length : 22cm 
Bottom Length: 25 cm 
Height : 15 cm 

Do not machine wash, please wipe down with slightly damp cloth to clean.

SHIPPING

Your item will be Handmade and dispatched within 1- 2 weeks (excluding weekends and UK public holidays). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately:

UK: 1-2 working days
Europe: 3-8 working days
USA: 5-10 working days
Rest of this beautiful world: 5-12 working days

Please note that these timings are Royal Mail estimates outside of peak seasons.

All orders are neatly wrapped in white tissue paper and a wax print ribbon. Gift wrapping is also available at checkout
 
SOCIALS

To see behind the scenes and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tiki's Tok and Facebook. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories!


Please message me from any questions or enquires.",https://www.bijoucreates.co.uk/product-page/everyday-bag-duo-red-leaf-cosmetic-toiletries-set,https://i.etsystatic.com/22032131/r/il/f005e6/3791112877/il_fullxfull.3791112877_bxz6.jpg,https://i.etsystatic.com/22032131/r/il/cdccad/3791112873/il_fullxfull.3791112873_34k7.jpg,https://i.etsystatic.com/22032131/r/il/f7e309/3791112875/il_fullxfull.3791112875_cdza.jpg,https://i.etsystatic.com/22032131/r/il/a0cbb4/3791117675/il_fullxfull.3791117675_g6of.jpg,https://i.etsystatic.com/22032131/r/il/ca59db/3791119803/il_fullxfull.3791119803_dczo.jpg,https://i.etsystatic.com/22032131/r/il/65966e/3743525084/il_fullxfull.3743525084_ixj5.jpg,https://i.etsystatic.com/22032131/r/il/c29fb5/3791118625/il_fullxfull.3791118625_mdki.jpg,https://i.etsystatic.com/22032131/r/il/e1be65/3784215563/il_fullxfull.3784215563_uw02.jpg,https://i.etsystatic.com/22032131/r/il/e7a21e/3743522600/il_fullxfull.3743522600_6qc9.jpg,https://i.etsystatic.com/22032131/r/il/b8b416/3743522812/il_fullxfull.3743522812_h9uu.jpg,10,In Stock,New,,,,,BijouCREATES,,,,,,,,Bag Options,Duo Set;Bag 1-Full Print PVC;Bag 2- Leather
,,,,,,,,,,,,,,,,,,,,,,BijouCREATES,,,,,,,,,Duo Set
,,,,,,,,,,,,,,,,,,,,,,BijouCREATES,,,,,,,,,Bag 2- Leather
,,,,,,,,,,,,,,,,,,,,,,BijouCREATES,,,,,,,,,Bag 1-Full Print PVC
product_5733513e-a0dc-60f6-07e9-31c5ca284592,product_5733513e-a0dc-60f6-07e9-31c5ca284592,Everyday Bag Duo | Deep Floral (Cosmetic / Toiletries set),"Stay Ready and Organised in style with the BijouCREATES everyday bag Duo!

This multi use set is perfect with great storage to pack everything you need but still compact in shape and size for you to take with you on the go or store at home. Whether you're going on a trip, Using it as a wash bag, and pack your essential make up and toiletry pieces, or just everyday impact storage this is a winner. 

This is a two piece set which can either be bought together or each item separately.

1. Vegan leather bag with Ankara print design 
2. PVC covered full Ankara print 

Secured with a zip fastening and featuring a black satin lined interior making the bag easy to clean and showcase less stains.
Perfect for weekends away and holidays, use it as a bathroom tidy at home.

This set used the striking deep floral Ankara print, with a purely opulent dark and vibrant colouring. This set is perfect for gifting as it has such a luxurious aesthetic and product feel

All fabrics are cut by hand, so the precise placement of prints will always be unique to every order.

FEATURES

- Materials:  Bag 1: Black Vegan leather, Cotton Ankara , Black Polyester Satin
                      Bag 2 : PVC, Cotton Ankara, Black Polyester Satin

DIMENSIONS 

Top  length : 22cm 
Bottom Length: 25 cm 
Height : 15 cm 

Do not machine wash, please wipe down with slightly damp cloth to clean.

SHIPPING

Your item will be Handmade and dispatched within 1- 2 weeks (excluding weekends and UK public holidays). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately:

UK: 1-2 working days
Europe: 3-8 working days
USA: 5-10 working days
Rest of this beautiful world: 5-12 working days

Please note that these timings are Royal Mail estimates outside of peak seasons.

All orders are neatly wrapped in white tissue paper and a wax print ribbon. Gift wrapping is also available at checkout
 
SOCIALS

To see behind the scenes and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tiki's Tok and Facebook. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories!


Please message me from any questions or enquires.",https://www.bijoucreates.co.uk/product-page/everyday-bag-duo-deep-floral-cosmetic-toiletries-set,https://i.etsystatic.com/22032131/r/il/1dabc3/3790385187/il_fullxfull.3790385187_iknf.jpg,https://i.etsystatic.com/22032131/r/il/881324/3742794914/il_fullxfull.3742794914_eazw.jpg,https://i.etsystatic.com/22032131/r/il/764653/3742794908/il_fullxfull.3742794908_fnyc.jpg,https://i.etsystatic.com/22032131/r/il/82b4b3/3742794926/il_fullxfull.3742794926_4flm.jpg,https://i.etsystatic.com/22032131/r/il/f9bf85/3790385185/il_fullxfull.3790385185_57x9.jpg,https://i.etsystatic.com/22032131/r/il/615969/3791106399/il_fullxfull.3791106399_d6ej.jpg,https://i.etsystatic.com/22032131/r/il/edee9a/3790386421/il_fullxfull.3790386421_so7o.jpg,https://i.etsystatic.com/22032131/r/il/06126c/3790386429/il_fullxfull.3790386429_kldj.jpg,https://i.etsystatic.com/22032131/r/il/61e5f6/3791106071/il_fullxfull.3791106071_qswz.jpg,https://i.etsystatic.com/22032131/r/il/27f849/3743512378/il_fullxfull.3743512378_bfjw.jpg,10,In Stock,New,,,,,BijouCREATES,,,,,,,,Bag Options,Duo Set;Bag 1-Full Print PVC;Bag 2- Leather
,,,,,,,,,,,,,,,,,,,,,,BijouCREATES,,,,,,,,,Bag 1-Full Print PVC
,,,,,,,,,,,,,,,,,,,,,,BijouCREATES,,,,,,,,,Duo Set
,,,,,,,,,,,,,,,,,,,,,,BijouCREATES,,,,,,,,,Bag 2- Leather
